orderId,Account,Order ID,B/S,Contract,Product,Product Description,avgPrice,filledQty,Fill Time,lastCommandId,Status,_priceFormat,_priceFormatType,_tickSize,spreadDefinitionId,Version ID,Timestamp,Date,Quantity,Text,Type,Limit Price,Stop Price,decimalLimit,decimalStop,Filled Qty,Avg Fill Price,decimalFillAvg,Venue,Notional Value,Currency
640163341247,TOF197292,640163341247, Buy,MBTU6,MBT,Micro Bitcoin,,,,640163341258, Canceled,0,0,5.0,,640163341258,09/14/2026 04:30:47,9/14/26,3,, Limit,76000,,76000.0,,,,,,,USD
640163341250,TOF197292,640163341250, Sell,MBTU6,MBT,Micro Bitcoin,,,,640163341256, Canceled,0,0,5.0,,640163341256,09/13/2026 23:31:52,9/13/26,3,, Limit,77520,,77520.0,,,,,,,USD
640163341271,TOF197292,640163341271, Sell,MBTU6,MBT,Micro Bitcoin,,,,640163341344, Canceled,0,0,5.0,,640163341344,09/14/2026 16:04:10,9/14/26,3,, Limit,79350,,79350.0,,,,,,,USD
640163341274,TOF197292,640163341274, Buy,MBTU6,MBT,Micro Bitcoin,,,,640163341334, Canceled,0,0,5.0,,640163341334,09/14/2026 14:27:39,9/14/26,3,, Limit,78490,,78490.0,,,,,,,USD
640163341289,TOF197292,640163341289, Buy,MESU6,MES,Micro E-mini S&P 500,,,,640163341289, Canceled,-2,0,0.25,,640163341289,09/14/2026 10:56:20,9/14/26,4,multibracket, Limit,7585.50,,7585.5,,,,,,,USD
640163341292,TOF197292,640163341292, Sell,MESU6,MES,Micro E-mini S&P 500,,,,640163341292, Canceled,-2,0,0.25,,640163341292,09/14/2026 10:56:20,9/14/26,4,multibracket, Limit,7595.50,,7595.5,,,,,,,USD
640163341302,TOF197292,640163341302, Buy,MESU6,MES,Micro E-mini S&P 500,,,,640163341302, Canceled,-2,0,0.25,,640163341302,09/14/2026 11:10:14,9/14/26,4,multibracket, Limit,7585.25,,7585.25,,,,,,,USD
640163341305,TOF197292,640163341305, Sell,MESU6,MES,Micro E-mini S&P 500,,,,640163341305, Canceled,-2,0,0.25,,640163341305,09/14/2026 11:10:14,9/14/26,4,multibracket, Limit,7598.00,,7598.0,,,,,,,USD
640163341358,TOF197292,640163341358, Buy,MBTU6,MBT,Micro Bitcoin,79210.0,1,09/14/2026 16:05:41,640163341358, Filled,0,0,5.0,,640163341358,09/14/2026 16:05:41,9/14/26,1,, Market,,,,,1,79210,79210.0,,"7,921.00",USD
640163341369,TOF197292,640163341369, Sell,MBTU6,MBT,Micro Bitcoin,79175.0,1,09/14/2026 16:09:55,640163341369, Filled,0,0,5.0,,640163341369,09/14/2026 16:09:55,9/14/26,1,Exit, Market,,,,,1,79175,79175.0,,"7,917.50",USD
640163341386,TOF197292,640163341386, Sell,MBTU6,MBT,Micro Bitcoin,,,,640163341391, Working,0,0,5.0,,640163341391,09/14/2026 21:20:43,9/14/26,3,, Limit,78480,,78480.0,,,,,,,USD
640163341389,TOF197292,640163341389, Buy,MBTU6,MBT,Micro Bitcoin,,,,640163341389, Suspended,0,0,5.0,,640163341389,09/14/2026 21:13:33,9/14/26,3,multibracket, Limit,77955,,77955.0,,,,,,,USD
