orderId,Account,Order ID,B/S,Contract,Product,Product Description,avgPrice,filledQty,Fill Time,lastCommandId,Status,_priceFormat,_priceFormatType,_tickSize,spreadDefinitionId,Version ID,Timestamp,Date,Quantity,Text,Type,Limit Price,Stop Price,decimalLimit,decimalStop,Filled Qty,Avg Fill Price,decimalFillAvg,Venue,Notional Value,Currency
647626320510,APEX4848390000011,647626320510, Sell,MGCZ6,MGC,E-Micro Gold,,,,647626320510, Canceled,-1,0,0.1,,647626320510,09/11/2026 01:49:44,9/11/26,1,multibracket, Limit,4420.0,,4420.0,,,,,,,USD
647626320513,APEX4848390000011,647626320513, Buy,MGCZ6,MGC,E-Micro Gold,,,,647626320515, Canceled,-1,0,0.1,,647626320515,09/11/2026 01:50:03,9/11/26,1,, Limit,4400.1,,4400.1,,,,,,,USD
647626320518,APEX4848390000011,647626320518, Buy,M2KU6,M2K,Micro E-mini Russell 2000,,,,647626320518, Canceled,-2,0,0.1,,647626320518,09/11/2026 02:29:08,9/11/26,5,multibracket, Limit,2897.70,,2897.7,,,,,,,USD
647626320521,APEX4848390000011,647626320521, Sell,M2KU6,M2K,Micro E-mini Russell 2000,,,,647626320521, Canceled,-2,0,0.1,,647626320521,09/11/2026 02:29:08,9/11/26,5,multibracket, Limit,2910.10,,2910.1,,,,,,,USD
647626320532,APEX4848390000011,647626320532, Buy,MGCZ6,MGC,E-Micro Gold,,,,647626320537, Canceled,-1,0,0.1,,647626320537,09/11/2026 04:11:13,9/11/26,1,, Limit,4349.0,,4349.0,,,,,,,USD
647626320535,APEX4848390000011,647626320535, Sell,MGCZ6,MGC,E-Micro Gold,,,,647626320535, Canceled,-1,0,0.1,,647626320535,09/11/2026 02:34:53,9/11/26,1,multibracket, Limit,4401.0,,4401.0,,,,,,,USD
647626320542,APEX4848390000011,647626320542, Buy,MBTU6,MBT,Micro Bitcoin,,,,647626320542, Canceled,0,0,5.0,,647626320542,09/11/2026 04:13:29,9/11/26,5,multibracket, Limit,76890,,76890.0,,,,,,,USD
647626320545,APEX4848390000011,647626320545, Sell,MBTU6,MBT,Micro Bitcoin,,,,647626320545, Canceled,0,0,5.0,,647626320545,09/11/2026 04:13:29,9/11/26,5,multibracket, Limit,77420,,77420.0,,,,,,,USD
647626320555,APEX4848390000011,647626320555, Buy,MBTU6,MBT,Micro Bitcoin,,,,647626320555, Canceled,0,0,5.0,,647626320555,09/11/2026 04:13:58,9/11/26,5,multibracket, Limit,76890,,76890.0,,,,,,,USD
647626320558,APEX4848390000011,647626320558, Sell,MBTU6,MBT,Micro Bitcoin,,,,647626320558, Canceled,0,0,5.0,,647626320558,09/11/2026 04:13:58,9/11/26,5,multibracket, Limit,77440,,77440.0,,,,,,,USD
647626320561,APEX4848390000011,647626320561, Buy,MBTU6,MBT,Micro Bitcoin,,,,647626320561, Canceled,0,0,5.0,,647626320561,09/11/2026 04:14:21,9/11/26,1,multibracket, Limit,76885,,76885.0,,,,,,,USD
647626320564,APEX4848390000011,647626320564, Sell,MBTU6,MBT,Micro Bitcoin,,,,647626320564, Canceled,0,0,5.0,,647626320564,09/11/2026 04:14:21,9/11/26,1,multibracket, Limit,77080,,77080.0,,,,,,,USD
647626320585,APEX4848390000011,647626320585, Buy,MBTU6,MBT,Micro Bitcoin,,,,647626320585, Canceled,0,0,5.0,,647626320585,09/11/2026 04:14:46,9/11/26,3,, Limit,76955,,76955.0,,,,,,,USD
647626320599,APEX4848390000011,647626320599, Buy,MBTU6,MBT,Micro Bitcoin,,,,647626320599, Canceled,0,0,5.0,,647626320599,09/11/2026 04:16:51,9/11/26,4,multibracket, Limit,76890,,76890.0,,,,,,,USD
647626320602,APEX4848390000011,647626320602, Sell,MBTU6,MBT,Micro Bitcoin,,,,647626320602, Canceled,0,0,5.0,,647626320602,09/11/2026 04:16:51,9/11/26,4,multibracket, Limit,77530,,77530.0,,,,,,,USD
647626320605,APEX4848390000011,647626320605, Buy,MBTU6,MBT,Micro Bitcoin,,,,647626320605, Canceled,0,0,5.0,,647626320605,09/11/2026 04:17:16,9/11/26,3,multibracket, Limit,76890,,76890.0,,,,,,,USD
647626320608,APEX4848390000011,647626320608, Sell,MBTU6,MBT,Micro Bitcoin,,,,647626320608, Canceled,0,0,5.0,,647626320608,09/11/2026 04:17:16,9/11/26,3,multibracket, Limit,77090,,77090.0,,,,,,,USD
647626320610,APEX4848390000011,647626320610, Buy,M2KU6,M2K,Micro E-mini Russell 2000,,,,647626320610, Canceled,-2,0,0.1,,647626320610,09/11/2026 04:17:29,9/11/26,7,, Limit,2896.40,,2896.4,,,,,,,USD
647626320630,APEX4848390000011,647626320630, Sell,MBTU6,MBT,Micro Bitcoin,,,,647626320639, Canceled,0,0,5.0,,647626320639,09/11/2026 04:31:54,9/11/26,3,, Limit,78290,,78290.0,,,,,,,USD
647626320633,APEX4848390000011,647626320633, Buy,MBTU6,MBT,Micro Bitcoin,,,,647626320633, Canceled,0,0,5.0,,647626320633,09/11/2026 04:27:23,9/11/26,3,multibracket, Limit,77455,,77455.0,,,,,,,USD
647626320651,APEX4848390000011,647626320651, Buy,MBTU6,MBT,Micro Bitcoin,,,,647626320664, Canceled,0,0,5.0,,647626320664,09/11/2026 06:03:59,9/11/26,3,, Limit,76405,,76405.0,,,,,,,USD
647626320654,APEX4848390000011,647626320654, Sell,MBTU6,MBT,Micro Bitcoin,,,,647626320654, Canceled,0,0,5.0,,647626320654,09/11/2026 05:30:10,9/11/26,3,multibracket, Limit,77705,,77705.0,,,,,,,USD
647626320676,APEX4848390000011,647626320676, Sell,MBTU6,MBT,Micro Bitcoin,79965.0,3,09/11/2026 10:03:06,647626320676, Filled,0,0,5.0,,647626320676,09/11/2026 09:53:30,9/11/26,3,multibracket, Limit,79965,,79965.0,,3,79965,79965.0,,"23,989.50",USD
647626320679,APEX4848390000011,647626320679, Buy,MBTU6,MBT,Micro Bitcoin,78655.0,3,09/11/2026 10:43:59,647626320692, Filled,0,0,5.0,,647626320692,09/11/2026 10:08:48,9/11/26,3,, Limit,78655,,78655.0,,3,78655,78655.0,,"23,596.50",USD
647626320702,APEX4848390000011,647626320702, Sell,MBTU6,MBT,Micro Bitcoin,,,,647626320741, Canceled,0,0,5.0,,647626320741,09/11/2026 14:15:14,9/11/26,3,, Limit,78165,,78165.0,,,,,,,USD
647626320705,APEX4848390000011,647626320705, Buy,MBTU6,MBT,Micro Bitcoin,,,,647626320745, Canceled,0,0,5.0,,647626320745,09/11/2026 15:08:28,9/11/26,3,, Limit,77095,,77095.0,,,,,,,USD
