orderId,Account,Order ID,B/S,Contract,Product,Product Description,avgPrice,filledQty,Fill Time,lastCommandId,Status,_priceFormat,_priceFormatType,_tickSize,spreadDefinitionId,Version ID,Timestamp,Date,Quantity,Text,Type,Limit Price,Stop Price,decimalLimit,decimalStop,Filled Qty,Avg Fill Price,decimalFillAvg,Venue,Notional Value,Currency
541460652489,APEX4848390000007,541460652489, Sell,MGCQ6,MGC,E-Micro Gold,4125.0,1,07/09/2026 04:21:16,541460652496, Filled,-1,0,0.1,,541460652496,07/08/2026 20:32:23,7/8/26,1,Tradingview, Limit,4125.0,,4125.0,,1,4125.0,4125.0,,"41,250.00",USD
541460652492,APEX4848390000007,541460652492, Buy,MGCQ6,MGC,E-Micro Gold,,,,541460652521, Canceled,-1,0,0.1,,541460652521,07/09/2026 04:21:16,7/9/26,1,Tradingview, Limit,3975.0,,3975.0,,,,,,,USD
541460652494,APEX4848390000007,541460652494, Buy,MGCQ6,MGC,E-Micro Gold,,,,541460652515, Canceled,-1,0,0.1,,541460652515,07/09/2026 04:21:16,7/9/26,1,Tradingview, Stop,,4224.9,,4224.9,,,,,,USD
541460652503,APEX4848390000007,541460652503, Sell,MNQU6,MNQ,Micro E-mini NASDAQ-100,,,,541460652544, Canceled,-2,0,0.25,,541460652544,07/09/2026 07:13:36,7/9/26,2,Tradingview, Limit,30041.75,,30041.75,,,,,,,USD
541460652506,APEX4848390000007,541460652506, Buy,MNQU6,MNQ,Micro E-mini NASDAQ-100,,,,541460652540, Canceled,-2,0,0.25,,541460652540,07/09/2026 07:13:20,7/9/26,2,Tradingview, Limit,29667.25,,29667.25,,,,,,,USD
541460652508,APEX4848390000007,541460652508, Buy,MNQU6,MNQ,Micro E-mini NASDAQ-100,,,,541460652546, Canceled,-2,0,0.25,,541460652546,07/09/2026 07:13:36,7/9/26,2,Tradingview, Stop,,30292.25,,30292.25,,,,,,USD
541460652573,APEX4848390000007,541460652573, Buy,MGCQ6,MGC,E-Micro Gold,4133.2,1,07/09/2026 16:59:02,541460652573, Filled,-1,0,0.1,,541460652573,07/09/2026 16:59:02,7/9/26,1,AutoLiq, Market,,,,,1,4133.2,4133.2,,"41,332.00",USD
