orderId,Account,Order ID,B/S,Contract,Product,Product Description,avgPrice,filledQty,Fill Time,lastCommandId,Status,_priceFormat,_priceFormatType,_tickSize,spreadDefinitionId,Version ID,Timestamp,Date,Quantity,Text,Type,Limit Price,Stop Price,decimalLimit,decimalStop,Filled Qty,Avg Fill Price,decimalFillAvg,Venue,Notional Value,Currency
587727145397,APEX4848390000008,587727145397, Buy,M2KU6,M2K,Micro E-mini Russell 2000,,,,587727145694, Canceled,-2,0,0.1,,587727145694,08/03/2026 09:32:13,8/3/26,5,Tradingview, Limit,2932.70,,2932.7,,,,,,,USD
587727145400,APEX4848390000008,587727145400, Sell,M2KU6,M2K,Micro E-mini Russell 2000,,,,587727145418, Canceled,-2,0,0.1,,587727145418,08/02/2026 19:59:51,8/2/26,5,Tradingview, Limit,2964.00,,2964.0,,,,,,,USD
587727145402,APEX4848390000008,587727145402, Sell,M2KU6,M2K,Micro E-mini Russell 2000,,,,587727145696, Canceled,-2,0,0.1,,587727145696,08/03/2026 09:32:13,8/3/26,5,Tradingview, Stop,,2915.60,,2915.6,,,,,,USD
587727145423,APEX4848390000008,587727145423, Sell,M2KU6,M2K,Micro E-mini Russell 2000,,,,587727145724, Canceled,-2,0,0.1,,587727145724,08/03/2026 10:56:10,8/3/26,5,Tradingview, Limit,3007.70,,3007.7,,,,,,,USD
587727145426,APEX4848390000008,587727145426, Buy,M2KU6,M2K,Micro E-mini Russell 2000,,,,587727145426, Canceled,-2,0,0.1,,587727145426,08/02/2026 20:40:13,8/2/26,5,Tradingview, Limit,2937.30,,2937.3,,,,,,,USD
587727145428,APEX4848390000008,587727145428, Buy,M2KU6,M2K,Micro E-mini Russell 2000,,,,587727145726, Canceled,-2,0,0.1,,587727145726,08/03/2026 10:56:10,8/3/26,5,Tradingview, Stop,,3027.90,,3027.9,,,,,,USD
587727145437,APEX4848390000008,587727145437, Sell,MGCZ6,MGC,E-Micro Gold,,,,587727145448, Canceled,-1,0,0.1,,587727145448,08/02/2026 21:20:18,8/2/26,2,Tradingview, Limit,4141.2,,4141.2,,,,,,,USD
587727145440,APEX4848390000008,587727145440, Buy,MGCZ6,MGC,E-Micro Gold,,,,587727145456, Canceled,-1,0,0.1,,587727145456,08/02/2026 21:20:18,8/2/26,2,Tradingview, Limit,4081.1,,4081.1,,,,,,,USD
587727145442,APEX4848390000008,587727145442, Buy,MGCZ6,MGC,E-Micro Gold,,,,587727145454, Canceled,-1,0,0.1,,587727145454,08/02/2026 21:20:18,8/2/26,2,Tradingview, Stop,,4201.3,,4201.3,,,,,,USD
587727145461,APEX4848390000008,587727145461, Sell,MYMU6,MYM,Micro E-mini Dow $0.50,,,,587727145461, Canceled,0,0,1.0,,587727145461,08/02/2026 22:59:43,8/2/26,4,Tradingview, Limit,53172,,53172.0,,,,,,,USD
587727145464,APEX4848390000008,587727145464, Buy,MYMU6,MYM,Micro E-mini Dow $0.50,,,,587727145464, Canceled,0,0,1.0,,587727145464,08/02/2026 22:59:43,8/2/26,4,Tradingview, Limit,52612,,52612.0,,,,,,,USD
587727145466,APEX4848390000008,587727145466, Buy,MYMU6,MYM,Micro E-mini Dow $0.50,,,,587727145466, Canceled,0,0,1.0,,587727145466,08/02/2026 22:59:43,8/2/26,4,Tradingview, Stop,,53449,,53449.0,,,,,,USD
587727145469,APEX4848390000008,587727145469, Sell,MCLU6,MCL,Micro Crude Oil,,,,587727145535, Canceled,-2,0,0.01,,587727145535,08/03/2026 04:39:42,8/3/26,3,Tradingview, Limit,81.77,,81.77,,,,,,,USD
587727145472,APEX4848390000008,587727145472, Buy,MCLU6,MCL,Micro Crude Oil,,,,587727145472, Canceled,-2,0,0.01,,587727145472,08/03/2026 03:05:45,8/3/26,3,Tradingview, Limit,79.02,,79.02,,,,,,,USD
587727145474,APEX4848390000008,587727145474, Buy,MCLU6,MCL,Micro Crude Oil,,,,587727145537, Canceled,-2,0,0.01,,587727145537,08/03/2026 04:39:42,8/3/26,3,Tradingview, Stop,,84.22,,84.22,,,,,,USD
587727145495,APEX4848390000008,587727145495, Buy,MCLU6,MCL,Micro Crude Oil,,,,587727145700, Canceled,-2,0,0.01,,587727145700,08/03/2026 09:36:08,8/3/26,3,Tradingview, Limit,75.74,,75.74,,,,,,,USD
587727145498,APEX4848390000008,587727145498, Sell,MCLU6,MCL,Micro Crude Oil,,,,587727145498, Canceled,-2,0,0.01,,587727145498,08/03/2026 03:26:17,8/3/26,3,Tradingview, Limit,81.22,,81.22,,,,,,,USD
587727145500,APEX4848390000008,587727145500, Sell,MCLU6,MCL,Micro Crude Oil,,,,587727145702, Canceled,-2,0,0.01,,587727145702,08/03/2026 09:36:08,8/3/26,3,Tradingview, Stop,,73.38,,73.38,,,,,,USD
587727145512,APEX4848390000008,587727145512, Sell,MYMU6,MYM,Micro E-mini Dow $0.50,52929.0,4,08/03/2026 04:19:02,587727145512, Filled,0,0,1.0,,587727145512,08/03/2026 04:19:02,8/3/26,4,Tradingview, Market,,,,,4,52929,52929.0,,"105,858.00",USD
587727145520,APEX4848390000008,587727145520, Buy,MYMU6,MYM,Micro E-mini Dow $0.50,,,,587727145670, Canceled,0,0,1.0,,587727145670,08/03/2026 09:14:51,8/3/26,4,Tradingview, Limit,52747,,52747.0,,,,,,,USD
587727145554,APEX4848390000008,587727145554, Sell,MNQU6,MNQ,Micro E-mini NASDAQ-100,,,,587727145571, Canceled,-2,0,0.25,,587727145571,08/03/2026 05:00:39,8/3/26,1,Tradingview, Limit,28643.75,,28643.75,,,,,,,USD
587727145557,APEX4848390000008,587727145557, Buy,MNQU6,MNQ,Micro E-mini NASDAQ-100,,,,587727145557, Canceled,-2,0,0.25,,587727145557,08/03/2026 04:56:27,8/3/26,1,Tradingview, Limit,28460.25,,28460.25,,,,,,,USD
