orderId,Account,Order ID,B/S,Contract,Product,Product Description,avgPrice,filledQty,Fill Time,lastCommandId,Status,_priceFormat,_priceFormatType,_tickSize,spreadDefinitionId,Version ID,Timestamp,Date,Quantity,Text,Type,Limit Price,Stop Price,decimalLimit,decimalStop,Filled Qty,Avg Fill Price,decimalFillAvg,Venue,Notional Value,Currency
515718530008,PAAPEX4848390000001,515718530008, Buy,ESM6,ES,E-Mini S&P 500,7519.25,1,05/27/2026 13:08:11,515718530055, Filled,-2,0,0.25,,515718530055,05/27/2026 12:59:31,5/27/26,1,Tradingview, Limit,7519.25,,7519.25,,1,7519.25,7519.25,,"375,962.50",USD
515718530011,PAAPEX4848390000001,515718530011, Sell,ESM6,ES,E-Mini S&P 500,7542.0,1,05/27/2026 14:30:16,515718530108, Filled,-2,0,0.25,,515718530108,05/27/2026 14:21:58,5/27/26,1,Tradingview, Limit,7542.00,,7542.0,,1,7542.00,7542.0,,"377,100.00",USD
515718530026,PAAPEX4848390000001,515718530026, Sell,ESM6,ES,E-Mini S&P 500,,,,515718530084, Canceled,-2,0,0.25,,515718530084,05/27/2026 13:17:40,5/27/26,1,Tradingview, Limit,7564.50,,7564.5,,,,,,,USD
515718530029,PAAPEX4848390000001,515718530029, Buy,ESM6,ES,E-Mini S&P 500,,,,515718530029, Canceled,-2,0,0.25,,515718530029,05/27/2026 12:46:16,5/27/26,1,Tradingview, Limit,7544.25,,7544.25,,,,,,,USD
515718530036,PAAPEX4848390000001,515718530036, Sell,YMM6,YM,E-Mini Dow ($5),,,,515718530104, Canceled,0,0,1.0,,515718530104,05/27/2026 13:20:28,5/27/26,1,Tradingview, Limit,50975,,50975.0,,,,,,,USD
515718530039,PAAPEX4848390000001,515718530039, Buy,YMM6,YM,E-Mini Dow ($5),,,,515718530039, Canceled,0,0,1.0,,515718530039,05/27/2026 12:52:57,5/27/26,1,Tradingview, Limit,50732,,50732.0,,,,,,,USD
515718530042,PAAPEX4848390000001,515718530042, Buy,YMM6,YM,E-Mini Dow ($5),,,,515718530078, Canceled,0,0,1.0,,515718530078,05/27/2026 13:14:34,5/27/26,1,Tradingview, Limit,50509,,50509.0,,,,,,,USD
515718530045,PAAPEX4848390000001,515718530045, Sell,YMM6,YM,E-Mini Dow ($5),,,,515718530080, Canceled,0,0,1.0,,515718530080,05/27/2026 13:14:34,5/27/26,1,Tradingview, Limit,50715,,50715.0,,,,,,,USD
