Symbol,Side,Type,Qty,Remaining Qty,Filled Qty,Limit Price,Stop Price,Take Profit,Stop Loss,Avg Fill Price,Status,Update Time,Order ID,Expiry,Multiple
SOLUSDT.P,Sell,Take Profit,6,6,0,98.98,,,,,Working,2026-09-16 14:58:30,88926543,Good Till Cancel,5
SOLUSDT.P,Buy,Limit,6,0,6,98.53,,,,98.27,Filled,2026-09-16 14:45:23,88926524,Good Till Cancel,5
SOLUSDT.P,Sell,Take Profit,1,0,1,98.49,,,,98.5,Filled,2026-09-16 14:43:00,88926087,Good Till Cancel,1
SOLUSDT.P,Buy,Market,1,0,1,,,,,97.97,Filled,2026-09-16 14:41:30,88925915,Good Till Cancel,1
SOLUSDT.P,Sell,Market,1,0,1,,,,,97.07,Filled,2026-09-16 12:10:53,88911950,Good Till Cancel,1
SOLUSDT.P,Sell,Take Profit,1,1,0,97.26,,,,,Cancelled,2026-09-16 12:10:53,88911887,Good Till Cancel,1
SOLUSDT.P,Buy,Market,1,0,1,,,,,97,Filled,2026-09-16 12:09:21,88911831,Good Till Cancel,1
SOLUSDT.P,Buy,Take Profit,1,1,0,96.5,,,,,Cancelled,2026-09-16 12:09:02,888911717,Good Till Cancel,1
SOLUSDT.P,Sell,Limit,1,1,0,97.14,,,,,Cancelled,2026-09-16 12:09:02,88911717,Good Till Cancel,1
