orderId,Account,Order ID,B/S,Contract,Product,Product Description,avgPrice,filledQty,Fill Time,lastCommandId,Status,_priceFormat,_priceFormatType,_tickSize,spreadDefinitionId,Version ID,Timestamp,Date,Quantity,Text,Type,Limit Price,Stop Price,decimalLimit,decimalStop,Filled Qty,Avg Fill Price,decimalFillAvg,Venue,Notional Value,Currency
541460650295,APEX4848390000007,541460650295, Sell,M2KU6,M2K,Micro E-mini Russell 2000,,,,541460650360, Canceled,-2,0,0.1,,541460650360,06/17/2026 09:48:33,6/17/26,2,Tradingview, Limit,3022.70,,3022.7,,,,,,,USD
541460650298,APEX4848390000007,541460650298, Buy,M2KU6,M2K,Micro E-mini Russell 2000,,,,541460650316, Canceled,-2,0,0.1,,541460650316,06/17/2026 08:29:38,6/17/26,2,Tradingview, Limit,2945.20,,2945.2,,,,,,,USD
541460650300,APEX4848390000007,541460650300, Buy,M2KU6,M2K,Micro E-mini Russell 2000,,,,541460650362, Canceled,-2,0,0.1,,541460650362,06/17/2026 09:48:33,6/17/26,2,Tradingview, Stop,,3037.70,,3037.7,,,,,,USD
541460650385,APEX4848390000007,541460650385, Sell,MYMU6,MYM,Micro E-mini Dow $0.50,52032.0,1,06/17/2026 16:53:09,541460650385, Filled,0,0,1.0,,541460650385,06/17/2026 16:53:09,6/17/26,1,Tradingview, Limit,52032,,52032.0,,1,52032,52032.0,,"26,016.00",USD
541460650394,APEX4848390000007,541460650394, Buy,MYMU6,MYM,Micro E-mini Dow $0.50,52044.0,1,06/17/2026 16:59:02,541460650394, Filled,0,0,1.0,,541460650394,06/17/2026 16:59:02,6/17/26,1,AutoLiq, Market,,,,,1,52044,52044.0,,"26,022.00",USD
